id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type,flag
267079,149.884803,1.688155,0.7951,0.84,0.33,0.000003,0.026167,filament,null,null,isolated,0
267131,150.142196,1.686702,0.7784,2.45,0.97,0.088480,0.045676,field,null,null,isolated,0
866023,149.432006,2.612228,1.1670,0.51,0.27,0.015418,0.033664,filament,null,null,isolated,0
267154,149.605042,1.689471,0.5042,1.53,0.61,0.009174,0.126642,filament,null,null,isolated,0
866018,150.648369,2.613546,0.6502,1.87,0.78,0.019860,0.009967,field,null,null,isolated,0
865975,150.414037,2.613144,0.9839,2.34,1.01,0.003845,0.006881,field,null,null,isolated,0
865973,149.963075,2.613115,0.8993,4.75,1.97,0.020158,0.252287,filament,null,null,isolated,0
267366,150.004762,1.687720,0.2659,0.98,0.37,0.056006,0.052244,field,null,null,isolated,0
267383,150.119239,1.690171,0.9787,0.19,0.08,0.000000,0.000000,field,null,null,isolated,0
865947,149.591300,2.613494,0.6685,0.19,0.08,0.000000,0.000000,field,null,null,isolated,0
267444,149.965173,1.689142,0.9766,1.02,0.44,0.009460,0.008951,field,null,null,isolated,0
267457,149.509520,1.690105,1.0023,0.60,0.26,0.000000,0.047917,filament,null,null,isolated,0
267515,149.648624,1.689098,0.4467,1.82,0.74,0.117299,0.052714,field,null,null,isolated,0
267535,150.373537,1.688664,0.3610,1.13,0.45,0.001749,0.036684,filament,null,null,isolated,0
277971,149.708506,1.703618,0.7098,1.17,0.48,0.000190,0.000300,field,null,null,isolated,0
865910,150.305400,2.613409,1.0022,1.63,0.70,0.021166,0.016472,field,null,null,isolated,0
267744,150.265015,1.690564,1.1149,1.08,0.53,0.000326,0.048547,filament,null,null,isolated,0
267755,149.419091,1.690480,1.1309,0.55,0.27,0.016573,0.044721,filament,null,null,isolated,0
267788,149.765143,1.688720,0.7732,1.08,0.42,0.001138,0.057612,filament,null,null,isolated,0
267887,149.939759,1.690679,0.6304,2.11,0.90,0.019597,0.330951,filament,null,null,isolated,0
267937,150.260735,1.691047,1.1863,2.03,1.12,0.006654,0.003083,field,null,null,isolated,0
268067,149.890325,1.690721,0.6929,1.02,0.42,0.000247,0.003553,field,null,null,isolated,0
268099,149.839932,1.688889,0.4196,1.01,0.41,0.024877,0.091359,filament,null,null,isolated,0
268129,149.953615,1.691610,1.1417,0.54,0.28,0.000009,0.000036,field,null,null,isolated,0
865791,149.704634,2.611546,0.6142,2.01,0.86,0.012200,0.016665,field,null,null,isolated,0
268218,149.561476,1.690243,0.6502,2.06,0.87,0.004856,0.077957,filament,null,null,isolated,0
268229,149.816501,1.689978,0.5710,1.61,0.67,0.012238,0.057218,filament,null,null,isolated,0
865771,150.036399,2.610634,0.4686,1.36,0.55,0.000186,0.025842,filament,null,null,isolated,0
865729,150.333864,2.612549,0.9145,1.43,0.60,0.001206,0.001436,field,null,null,isolated,0
268351,150.269297,1.691316,1.0382,1.74,0.80,0.127563,0.323577,filament,null,null,isolated,0
268431,149.645013,1.691048,1.1421,1.55,0.79,0.113853,0.074097,field,null,null,isolated,0
865898,149.736347,2.611517,0.3748,0.69,0.28,0.000000,0.000000,field,null,null,isolated,0
276398,149.996388,1.704297,0.6486,1.11,0.47,0.008907,0.031005,filament,null,null,isolated,0
866054,149.811584,2.610245,0.5404,2.28,0.91,0.006709,0.013345,field,null,null,isolated,0
277760,149.487728,1.704237,0.8799,4.41,1.80,0.041808,0.027694,field,null,null,isolated,0
276464,150.067303,1.703171,0.8573,3.05,1.22,0.014164,0.052736,filament,null,null,isolated,0
276470,149.834310,1.713955,1.0408,0.55,0.25,0.001445,0.005839,field,null,null,isolated,0
276504,149.941104,1.705309,1.1095,0.51,0.25,0.000004,0.000014,field,null,null,isolated,0
276628,149.473775,1.704785,1.1451,1.89,0.97,0.011862,0.063963,filament,null,null,isolated,0
276630,150.411817,1.704449,0.9154,1.82,0.76,0.002584,0.055512,filament,null,null,isolated,0
866356,150.445372,2.613731,0.9267,0.58,0.25,0.000000,0.000011,field,null,null,isolated,0
276733,149.700769,1.704310,0.2723,0.48,0.18,0.000599,0.000599,field,null,null,isolated,0
276743,149.813030,1.704748,0.4404,3.60,1.46,0.032426,0.085352,filament,null,null,isolated,0
276756,150.213038,1.703932,0.7058,0.53,0.22,0.000297,0.002657,field,null,null,isolated,0
276772,149.738621,1.704358,0.6507,2.16,0.91,0.110835,0.135380,filament,null,null,isolated,0
866259,149.536878,2.615103,0.7542,1.74,0.69,0.049986,0.086849,filament,null,null,isolated,0
276795,149.472233,1.705815,1.1619,1.59,0.83,0.004459,0.031106,field,null,null,isolated,0
276796,149.657158,1.704971,0.5730,2.10,0.88,0.000100,0.117696,filament,null,null,isolated,0
276800,150.295485,1.705249,0.9110,0.89,0.37,0.000016,0.000213,field,null,null,isolated,0
866248,149.732167,2.614458,0.9749,3.11,1.34,0.010693,0.016407,field,null,null,isolated,0
277776,149.618425,1.703425,0.3624,1.03,0.41,0.000656,0.001385,field,null,null,isolated,0
276835,150.408263,1.703467,0.7435,0.50,0.20,0.000052,0.009647,field,null,null,isolated,0
277031,149.940452,1.703215,0.9658,0.96,0.41,0.002119,0.007155,field,null,null,isolated,0
866210,150.611875,2.614028,0.1771,1.24,0.44,0.032027,0.205805,filament,null,null,isolated,0
277123,149.547484,1.702389,0.8429,1.51,0.60,0.002552,0.003779,field,null,null,isolated,0
277201,149.477661,1.705638,0.7347,0.41,0.16,0.001964,0.004787,field,null,null,isolated,0
277206,150.375666,1.704525,0.5404,0.79,0.32,0.000059,0.030237,filament,null,null,isolated,0
277208,149.829074,1.704355,0.9313,1.49,0.63,0.022382,0.076469,filament,null,null,isolated,0
866143,149.673265,2.613430,0.9474,0.88,0.38,0.005981,0.017363,field,null,null,isolated,0
277261,150.401451,1.705567,0.9799,2.89,1.25,0.008568,0.089607,filament,null,null,isolated,0
277287,150.389838,1.703732,0.5604,1.94,0.80,0.020090,0.124479,filament,null,null,isolated,0
277332,149.812791,1.705309,0.4500,4.50,1.83,0.057908,0.070653,filament,null,null,isolated,0
277370,149.569811,1.705719,0.6983,0.70,0.29,0.000015,0.002146,field,null,null,isolated,0
277452,149.529649,1.705832,0.4214,0.92,0.37,0.003361,0.003901,field,null,null,isolated,0
277477,150.020383,1.704126,0.8099,4.38,1.74,0.011649,0.009245,field,null,null,isolated,0
277501,149.820868,1.710463,1.1240,0.34,0.17,0.000120,0.009439,field,null,null,isolated,0
277656,149.817623,1.705480,0.8431,1.12,0.45,0.009401,0.009642,field,null,null,isolated,0
276998,150.185761,1.704878,1.0967,0.30,0.14,0.000001,0.000012,field,null,null,isolated,0
362248,149.775781,1.840472,1.0969,0.36,0.17,0.000000,0.011693,field,null,null,isolated,0
432738,149.639540,1.952871,1.1262,0.67,0.33,0.000000,0.000000,field,null,null,isolated,0
362330,149.453268,1.838747,0.8224,0.57,0.23,0.000002,0.000068,field,null,null,isolated,0
422157,150.090971,1.935025,0.6128,1.36,0.59,0.003565,0.016824,field,null,null,isolated,0
284125,150.146185,1.716188,0.6895,0.62,0.25,0.000004,0.002001,field,null,null,isolated,0
284183,150.425155,1.715674,0.9780,1.25,0.54,0.023022,0.164933,filament,null,null,isolated,0
284204,149.562303,1.716582,0.7367,0.49,0.20,0.000000,0.000023,field,null,null,isolated,0
284229,149.652819,1.732024,0.8298,0.65,0.26,0.000106,0.000333,field,null,null,isolated,0
386930,149.532430,1.877587,0.9920,0.71,0.31,0.000000,0.000040,field,null,null,isolated,0
386918,149.701856,1.878843,1.0838,0.64,0.31,0.000270,0.000477,field,null,null,isolated,0
284457,150.279601,1.716750,1.0995,0.40,0.20,0.000000,0.000026,field,null,null,isolated,0
284486,149.987107,1.718282,0.5800,0.99,0.42,0.000089,0.027924,filament,null,null,isolated,0
284527,149.621082,1.718573,0.7446,3.71,1.48,0.026057,0.065587,filament,null,null,isolated,0
284539,150.219635,1.716620,0.8041,0.66,0.26,0.000059,0.000281,field,null,null,isolated,0
284635,149.690709,1.714597,0.7594,3.23,1.27,0.192226,0.205789,filament,null,null,isolated,0
284768,150.155439,1.716660,0.8700,2.42,0.98,0.004672,0.002888,field,null,null,isolated,0
284777,149.862196,1.716009,0.7569,1.34,0.53,0.124429,0.152161,filament,null,null,isolated,0
284788,149.909870,1.718373,0.7200,0.96,0.39,0.000003,0.000469,field,null,null,isolated,0
386829,150.106750,1.879313,0.9837,1.05,0.45,0.000975,0.002653,field,null,null,isolated,0
284107,149.587242,1.716186,0.8657,0.39,0.16,0.000001,0.000003,field,null,null,isolated,0
284826,150.029672,1.717638,0.9097,1.92,0.80,0.023446,0.078273,filament,null,null,isolated,0
284864,150.308243,1.717889,0.9330,2.05,0.88,0.005990,0.009700,field,null,null,isolated,0
284870,149.895932,1.718845,1.1653,0.53,0.28,0.000522,0.000340,field,null,null,isolated,0
284899,149.911230,1.722004,1.0487,0.24,0.11,0.000000,0.000003,field,null,null,isolated,0
284930,150.374499,1.718723,1.0936,1.05,0.51,0.006941,0.005723,field,null,null,isolated,0
284974,149.587712,1.717716,0.7473,2.04,0.81,0.005387,0.024605,filament,null,null,isolated,0
285022,150.354884,1.718155,0.8884,0.77,0.32,0.000134,0.000043,field,null,null,isolated,0
285024,150.269128,1.717816,0.6601,1.20,0.50,0.009340,0.028093,filament,null,null,isolated,0
285078,149.598652,1.718633,1.0300,0.98,0.44,0.006576,0.022048,field,null,null,isolated,0
285126,149.817757,1.717583,1.0250,1.01,0.45,0.002820,0.003360,field,null,null,isolated,0
285171,149.779477,1.715595,0.4400,2.67,1.08,0.042686,0.056986,filament,null,null,isolated,0
285247,150.320872,1.718002,0.6667,1.02,0.42,0.012735,0.023258,filament,null,null,isolated,0
285310,150.118637,1.716355,0.6195,3.20,1.37,0.042379,0.064982,filament,null,null,isolated,0
285385,149.776648,1.718436,1.0590,2.82,1.33,0.025170,0.027963,field,null,null,isolated,0
285522,149.871805,1.718395,0.5588,1.14,0.47,0.000230,0.127887,filament,null,null,isolated,0
386803,150.149464,1.878393,0.8650,3.39,1.37,0.055950,0.084131,filament,null,null,isolated,0
284838,149.486358,1.718725,1.0590,0.16,0.08,0.000000,0.000000,field,null,null,isolated,0
285625,150.276947,1.719290,0.9944,0.93,0.40,0.000015,0.067717,filament,null,null,isolated,0
284094,150.091048,1.715413,0.6643,0.22,0.09,0.000000,0.000000,field,null,null,isolated,0
283989,149.635251,1.729684,0.8984,0.21,0.09,0.000000,0.000000,field,null,null,isolated,0
387647,150.432699,1.890213,0.9228,2.18,0.92,0.021763,0.100768,filament,null,null,isolated,0
271754,149.769924,1.694982,0.6831,2.36,0.97,0.008569,0.038667,filament,null,null,isolated,0
271827,149.549526,1.697990,1.0491,0.29,0.14,0.000001,0.003288,field,null,null,isolated,0
271837,150.241068,1.695751,0.5588,2.53,1.05,0.052316,0.061071,filament,null,null,isolated,0
387551,149.825087,1.879087,0.8973,0.32,0.13,0.000000,0.000000,field,null,null,isolated,0
271967,149.505672,1.697446,1.1434,3.36,1.72,0.025973,0.168257,filament,null,null,isolated,0
272018,149.984141,1.696707,0.5647,0.63,0.26,0.000013,0.021157,filament,null,null,isolated,0
387494,149.805741,1.878505,0.9633,4.84,2.09,0.042095,0.124462,filament,null,null,isolated,0
272073,149.756743,1.695621,0.9274,1.49,0.63,0.032383,0.041930,filament,null,null,isolated,0
387487,149.552781,1.879229,0.8320,1.29,0.51,0.000148,0.002835,field,null,null,isolated,0
272088,150.017402,1.697916,0.7715,0.42,0.16,0.000040,0.000234,field,null,null,isolated,0
272132,150.074278,1.697478,0.7189,1.45,0.59,0.002438,0.006031,field,null,null,isolated,0
387443,150.159563,1.878964,0.8214,1.92,0.76,0.000000,0.052892,filament,null,null,isolated,0
272177,149.866172,1.696653,0.8099,1.80,0.71,0.009718,0.015835,field,null,null,isolated,0
272320,149.466085,1.694571,0.3799,1.25,0.50,0.001242,0.004644,field,null,null,isolated,0
283990,149.489681,1.717403,1.1673,0.42,0.22,0.000000,0.000000,field,null,null,isolated,0
283221,150.433820,1.716169,0.7244,0.57,0.23,0.000065,0.000665,field,null,null,isolated,0
387331,149.579523,1.881286,1.1214,1.15,0.57,0.000084,0.096887,filament,null,null,isolated,0
283384,150.343853,1.715720,0.8196,1.85,0.73,0.000964,0.006052,field,null,null,isolated,0
387199,149.589019,1.879983,1.0972,1.49,0.72,0.004842,0.123378,filament,null,null,isolated,0
283452,149.422534,1.716394,0.8756,0.72,0.29,0.000012,0.003606,field,null,null,isolated,0
283461,150.105424,1.715031,0.5791,0.99,0.42,0.020923,0.098788,filament,null,null,isolated,0
283525,149.841774,1.715066,0.9508,0.94,0.40,0.000052,0.047774,filament,null,null,isolated,0
387193,150.189148,1.880162,1.0681,2.01,0.95,0.008489,0.042745,filament,null,null,isolated,0
387126,149.944927,1.880098,1.0002,0.65,0.28,0.000008,0.000028,field,null,null,isolated,0
387106,150.330199,1.879520,0.8043,1.90,0.75,0.014181,0.019352,field,null,null,isolated,0
283685,150.011784,1.715329,0.5821,0.90,0.38,0.007488,0.069978,filament,null,null,isolated,0
283705,150.325302,1.716809,1.0361,1.93,0.87,0.011435,0.023196,field,null,null,isolated,0
283732,150.325595,1.716208,1.0051,1.56,0.67,0.005765,0.006510,field,null,null,isolated,0
283801,150.347202,1.714011,0.8706,2.18,0.88,0.008791,0.006175,field,null,null,isolated,0
387047,149.744468,1.876406,0.9962,1.42,0.61,0.001598,0.000632,field,null,null,isolated,0
283934,149.786612,1.714918,0.6189,3.59,1.54,0.042107,0.033889,field,null,null,isolated,0
283270,150.303035,1.715210,0.9868,1.49,0.64,0.003730,0.025737,field,null,null,isolated,0
271688,149.524728,1.696580,0.6732,1.34,0.55,0.002965,0.067214,filament,null,null,isolated,0
285645,150.216072,1.719033,1.1450,0.90,0.46,0.009652,0.084189,filament,null,null,isolated,0
285766,149.644259,1.725178,1.0234,0.81,0.36,0.005039,0.015483,field,null,null,isolated,0
287421,149.815308,1.721269,0.6397,2.56,1.08,0.005961,0.086557,filament,null,null,isolated,0
287436,149.975024,1.721301,0.3211,1.08,0.43,0.000002,0.007283,field,null,null,isolated,0
287483,149.815176,1.720455,0.6788,1.39,0.57,0.000156,0.010426,field,null,null,isolated,0
287494,149.438570,1.721247,0.8866,0.96,0.39,0.000112,0.005912,field,null,null,isolated,0
400649,149.909283,1.898672,0.4323,1.13,0.46,0.000120,0.030014,filament,null,null,isolated,0
386522,150.416758,1.877511,0.8754,0.92,0.37,0.000031,0.017940,field,null,null,isolated,0
386459,149.418628,1.877867,0.7672,0.61,0.24,0.000421,0.003016,field,null,null,isolated,0
400765,149.868565,1.900777,0.8196,2.17,0.86,0.009580,0.027449,filament,null,null,isolated,0
386445,149.832791,1.878013,1.1805,0.33,0.18,0.000000,0.000027,field,null,null,isolated,0
386438,150.326609,1.877918,0.6400,4.01,1.69,0.045507,0.016151,field,null,null,isolated,0
400922,149.613180,1.899155,0.2297,0.93,0.34,0.013576,0.026354,filament,null,null,isolated,0
386431,149.423475,1.877722,0.8412,1.84,0.73,0.000779,0.032218,filament,null,null,isolated,0
400973,149.889824,1.900765,0.7985,1.15,0.46,0.016246,0.037040,filament,null,null,isolated,0
400999,149.740370,1.900051,0.4101,0.63,0.25,0.000000,0.008819,field,null,null,isolated,0
386344,150.278524,1.877077,1.0716,1.51,0.72,0.001352,0.071112,filament,null,null,isolated,0
287388,150.376133,1.723039,1.1690,0.54,0.29,0.000330,0.001294,field,null,null,isolated,0
386325,149.520415,1.874841,0.6923,1.10,0.45,0.000486,0.000382,field,null,null,isolated,0
401067,150.457916,1.900579,0.8873,1.21,0.50,0.000102,0.000767,field,null,null,isolated,0
401170,149.655903,1.900351,0.7900,3.83,1.51,0.039160,0.031145,field,null,null,isolated,0
401203,150.473212,1.904141,0.6774,7.02,2.89,0.211786,0.317976,filament,null,null,isolated,0
401222,150.255329,1.901758,0.9478,2.66,1.14,0.150098,0.105505,field,null,null,isolated,0
401228,149.610128,1.902876,1.1397,2.18,1.11,0.012034,0.019838,field,null,null,isolated,0
401309,150.282137,1.902147,0.8115,0.58,0.23,0.000000,0.000000,field,null,null,isolated,0
401311,149.897583,1.899079,0.5718,3.77,1.57,0.095015,0.109058,filament,null,null,isolated,0
401356,149.667079,1.901815,1.1504,2.03,1.05,0.003460,0.198913,filament,null,null,isolated,0
401370,149.906878,1.900510,0.8226,2.07,0.82,0.009313,0.014320,field,null,null,isolated,0
386200,149.742006,1.877849,1.0181,1.61,0.71,0.003073,0.026249,field,null,null,isolated,0
401414,150.289692,1.902078,0.4944,0.32,0.13,0.000001,0.000021,field,null,null,isolated,0
386185,150.242315,1.877733,0.4807,0.35,0.14,0.000000,0.000037,field,null,null,isolated,0
432628,149.580483,1.951438,0.2300,1.92,0.70,0.063401,0.020162,field,null,null,isolated,0
432633,150.408352,1.953234,1.0166,0.74,0.32,0.000000,0.019513,field,null,null,isolated,0
386175,149.880146,1.878055,0.7537,1.29,0.51,0.064811,0.083326,filament,null,null,isolated,0
386316,150.030008,1.877620,0.7598,0.55,0.22,0.000055,0.000367,field,null,null,isolated,0
285738,149.529714,1.716788,0.7024,2.73,1.12,0.006845,0.003051,field,null,null,isolated,0
386597,149.529067,1.875278,0.5767,4.36,1.83,0.032164,0.031911,field,null,null,isolated,0
287309,149.452532,1.723172,0.8730,2.82,1.15,0.006222,0.018468,field,null,null,isolated,0
285772,150.175320,1.719677,0.9370,0.20,0.09,0.000000,0.000000,field,null,null,isolated,0
285847,150.349382,1.720142,1.1690,0.85,0.45,0.002377,0.003334,field,null,null,isolated,0
285930,149.537259,1.718085,0.8583,0.83,0.33,0.014199,0.015209,field,null,null,isolated,0
286037,150.007762,1.720061,0.5467,1.51,0.61,0.009792,0.044893,filament,null,null,isolated,0
286076,150.242193,1.718002,0.8526,1.09,0.44,0.000037,0.028742,filament,null,null,isolated,0
386741,149.450700,1.878441,0.8636,2.54,1.03,0.002234,0.105654,filament,null,null,isolated,0
286179,150.420066,1.720577,1.0108,0.51,0.22,0.000053,0.000228,field,null,null,isolated,0
386679,149.785078,1.878369,0.7666,1.36,0.53,0.020308,0.016849,field,null,null,isolated,0
286337,149.808093,1.717684,0.7061,1.53,0.63,0.000250,0.011462,field,null,null,isolated,0
286421,149.691815,1.720359,0.9088,1.04,0.43,0.001228,0.002746,field,null,null,isolated,0
286466,150.034905,1.719865,0.8910,0.98,0.40,0.000215,0.007556,field,null,null,isolated,0
286484,150.174606,1.718249,0.8500,0.95,0.38,0.000381,0.000214,field,null,null,isolated,0
286485,150.329037,1.720426,0.3211,2.17,0.85,0.013135,0.045457,filament,null,null,isolated,0
286508,149.692497,1.720958,0.7227,0.71,0.28,0.000000,0.001890,field,null,null,isolated,0
386640,150.191570,1.879116,1.0867,2.41,1.16,0.020840,0.069458,filament,null,null,isolated,0
287334,149.579494,1.722491,0.9119,0.43,0.18,0.000000,0.002094,field,null,null,isolated,0
286570,150.341003,1.721418,1.1441,0.65,0.34,0.000761,0.000917,field,null,null,isolated,0
286651,149.959225,1.718164,0.7316,0.53,0.21,0.000004,0.000001,field,null,null,isolated,0
386623,150.093277,1.877777,0.8793,1.86,0.76,0.002621,0.002352,field,null,null,isolated,0
386613,149.415905,1.875200,1.1064,3.56,1.73,0.087187,0.053977,field,null,null,isolated,0
286784,149.604594,1.720083,0.6641,1.64,0.68,0.000925,0.069129,filament,null,null,isolated,0
286881,150.345376,1.719511,0.3583,0.91,0.37,0.000000,0.016881,filament,null,null,isolated,0
286885,149.592084,1.720507,1.0053,0.43,0.19,0.000290,0.002149,field,null,null,isolated,0
286906,149.491342,1.719768,0.7813,3.00,1.18,0.050749,0.028054,field,null,null,isolated,0
286956,150.268550,1.721386,0.7140,0.40,0.16,0.000000,0.000003,field,null,null,isolated,0
286977,150.471516,1.718653,0.6737,1.57,0.65,0.002471,0.002624,field,null,null,isolated,0
286993,150.075488,1.719958,0.8730,0.98,0.40,0.000000,0.008478,field,null,null,isolated,0
287017,150.281870,1.719447,0.5246,3.45,1.37,0.000000,0.593637,filament,null,null,isolated,0
287022,149.752266,1.720420,0.9364,2.01,0.86,0.002496,0.010869,field,null,null,isolated,0
287101,150.010230,1.721296,0.7256,1.23,0.50,0.000039,0.005013,field,null,null,isolated,0
287111,150.143858,1.719758,0.3318,2.87,1.13,0.448852,0.243930,cluster,null,null,isolated,0
287281,149.662106,1.719228,0.5946,2.15,0.92,0.113786,0.272968,filament,null,null,isolated,0
286614,149.479373,1.720243,0.9669,0.78,0.34,0.000047,0.015052,field,null,null,isolated,0
422179,150.016959,1.936616,0.9708,1.16,0.50,0.002691,0.006405,field,null,null,isolated,0
271671,149.528450,1.697051,0.8960,1.17,0.48,0.007947,0.017277,field,null,null,isolated,0
271609,150.289520,1.696379,1.0236,0.56,0.25,0.000000,0.059889,filament,null,null,isolated,0
498461,150.740476,2.056602,0.4197,2.85,1.16,0.078260,0.282524,filament,null,null,isolated,0
498501,149.616552,2.058142,1.1156,0.81,0.40,0.000708,0.090277,filament,null,null,isolated,0
498508,149.774621,2.058153,1.1851,0.65,0.36,0.000011,0.000014,field,null,null,isolated,0
421504,149.803066,1.934347,0.8057,1.34,0.53,0.002226,0.006393,field,null,null,isolated,0
498583,149.697063,2.056240,0.6600,2.60,1.08,0.016529,0.014701,field,null,null,isolated,0
421399,149.743725,1.933607,0.9806,2.71,1.17,0.009753,0.004091,field,null,null,isolated,0
498629,149.806756,2.057174,0.6279,1.27,0.54,0.002243,0.013198,field,null,null,isolated,0
498633,150.387564,2.056245,0.8265,1.29,0.51,0.000000,0.000008,field,null,null,isolated,0
498642,150.033339,2.058297,1.1470,0.83,0.43,0.000063,0.007076,field,null,null,isolated,0
498761,150.004755,2.055715,0.5798,2.39,1.02,0.020690,0.005101,field,null,null,isolated,0
498766,149.863665,2.054855,0.2869,0.35,0.13,0.000000,0.000084,field,null,null,isolated,0
498776,149.892468,2.055281,1.1541,2.66,1.39,0.108371,0.154803,filament,null,null,isolated,0
421223,150.166481,1.931816,0.9383,1.99,0.85,0.002547,0.004835,field,null,null,isolated,0
498796,149.652039,2.058246,1.1737,2.70,1.46,0.054333,0.325983,filament,null,null,isolated,0
498828,149.927866,2.055963,0.9401,3.16,1.35,0.157925,0.106086,field,null,null,isolated,0
498343,149.419616,2.058717,1.0844,3.07,1.48,0.015176,0.049777,filament,null,null,isolated,0
498832,150.471870,2.058058,0.7940,2.52,0.99,0.005083,0.015961,field,null,null,isolated,0
498865,150.536333,2.059001,1.0480,0.40,0.19,0.000000,0.002211,field,null,null,isolated,0
421161,150.320295,1.932819,0.8572,1.36,0.54,0.000000,0.000497,field,null,null,isolated,0
421155,149.414470,1.930837,1.0190,4.00,1.75,0.073461,0.291822,filament,null,null,isolated,0
498985,150.230259,2.057437,0.5973,0.63,0.27,0.000000,0.000193,field,null,null,isolated,0
499016,149.859859,2.056550,0.8532,0.58,0.23,0.000000,0.000033,field,null,null,isolated,0
499067,150.587989,2.059457,0.8219,3.55,1.41,0.002220,0.003687,field,null,null,isolated,0
499135,150.116877,2.058826,0.9381,2.59,1.11,0.006537,0.002864,field,null,null,isolated,0
499178,149.881080,2.057729,1.0439,3.00,1.40,0.069131,0.045299,field,null,null,isolated,0
499179,149.793023,2.057349,0.6437,1.22,0.51,0.000496,0.001459,field,null,null,isolated,0
499197,150.618874,2.058648,0.9027,2.10,0.87,0.006034,0.002231,field,null,null,isolated,0
420977,150.446036,1.933856,0.6875,2.36,0.97,0.052382,0.087515,filament,null,null,isolated,0
499270,149.540615,2.059237,0.9335,0.89,0.38,0.000000,0.000583,field,null,null,isolated,0
499336,149.545998,2.055565,0.3748,0.78,0.31,0.000000,0.000017,field,null,null,isolated,0
499384,149.930366,2.059369,1.1160,1.27,0.63,0.003737,0.001181,field,null,null,isolated,0
420944,150.240522,1.937579,1.0359,6.68,3.01,0.102404,0.237379,filament,null,null,isolated,0
421193,150.207914,1.931356,0.9826,0.43,0.18,0.000004,0.000010,field,null,null,isolated,0
499523,149.979085,2.059456,0.9556,1.05,0.45,0.000041,0.000367,field,null,null,isolated,0
498329,150.378679,2.057837,0.6953,1.36,0.56,0.000226,0.003466,field,null,null,isolated,0
498296,150.565589,2.055399,0.3396,0.92,0.37,0.000045,0.016705,filament,null,null,isolated,0
362534,149.896685,1.840193,0.7122,0.41,0.17,0.000000,0.000000,field,null,null,isolated,0
362560,149.976812,1.840870,0.8427,1.06,0.42,0.012298,0.007607,field,null,null,isolated,0
362600,150.388026,1.839646,0.5971,0.51,0.22,0.000005,0.000010,field,null,null,isolated,0
422116,149.825756,1.935927,1.1126,0.53,0.26,0.000015,0.000558,field,null,null,isolated,0
362709,149.418910,1.841217,0.6646,1.32,0.55,0.001733,0.004917,field,null,null,isolated,0
422111,150.421356,1.935692,1.1339,1.05,0.53,0.000030,0.081859,filament,null,null,isolated,0
362732,149.808275,1.840657,1.0880,1.84,0.89,0.046498,0.025439,field,null,null,isolated,0
362742,149.917626,1.841629,0.9454,3.15,1.35,0.060020,0.075180,filament,null,null,isolated,0
362757,149.933831,1.841177,0.7940,0.78,0.31,0.000041,0.007606,field,null,null,isolated,0
422016,149.880320,1.933951,0.4092,1.73,0.70,0.010056,0.004797,field,null,null,isolated,0
422009,150.466289,1.936467,1.0817,0.90,0.43,0.004271,0.009515,field,null,null,isolated,0
421941,149.989739,1.934485,0.7464,0.81,0.32,0.001386,0.001007,field,null,null,isolated,0
467057,149.570359,2.007211,0.9206,0.86,0.36,0.000000,0.002044,field,null,null,isolated,0
467115,149.792119,2.006330,0.9674,3.34,1.44,0.015821,0.067597,filament,null,null,isolated,0
467127,150.174431,2.008499,0.8518,0.54,0.22,0.000000,0.000000,field,null,null,isolated,0
421523,150.155985,1.931663,0.2989,0.76,0.29,0.000080,0.000400,field,null,null,isolated,0
467130,150.661424,2.008498,1.0442,1.01,0.47,0.001037,0.000660,field,null,null,isolated,0
467145,149.441137,2.008466,0.4763,0.46,0.19,0.000000,0.002405,field,null,null,isolated,0
421896,149.967728,1.934647,0.8050,1.36,0.54,0.001405,0.007303,field,null,null,isolated,0
421874,150.012607,1.934346,1.0569,0.35,0.16,0.000006,0.000039,field,null,null,isolated,0
497962,149.449731,2.056247,0.6976,0.53,0.22,0.000000,0.000009,field,null,null,isolated,0
421773,150.064325,1.933062,0.7412,1.03,0.41,0.000478,0.000485,field,null,null,isolated,0
497991,150.211500,2.054027,0.5832,0.86,0.37,0.000100,0.000789,field,null,null,isolated,0
421753,149.758807,1.943562,0.2600,0.90,0.34,0.000559,0.000619,field,null,null,isolated,0
421708,149.872300,1.932688,0.6600,1.25,0.52,0.000539,0.004190,field,null,null,isolated,0
498058,149.994836,2.058009,1.1830,0.61,0.34,0.000022,0.000086,field,null,null,isolated,0
498104,150.479820,2.057590,1.0017,0.59,0.25,0.000000,0.000712,field,null,null,isolated,0
498120,149.664673,2.054562,1.0547,3.64,1.71,0.056507,0.196455,filament,null,null,isolated,0
498129,150.448725,2.055677,0.3865,0.52,0.21,0.000000,0.000000,field,null,null,isolated,0
421534,150.051756,1.933084,0.8455,1.44,0.57,0.001857,0.011923,field,null,null,isolated,0
498201,149.793414,2.056606,0.9804,1.19,0.51,0.000000,0.003480,field,null,null,isolated,0
498250,150.199597,2.057620,0.8862,1.01,0.41,0.001264,0.001042,field,null,null,isolated,0
467132,150.242254,2.007744,0.6084,1.06,0.46,0.003933,0.008283,field,null,null,isolated,0
271645,149.607229,1.694341,0.6747,1.85,0.76,0.001282,0.076469,filament,null,null,isolated,0
499537,150.343371,2.058849,0.8568,1.83,0.73,0.184357,0.090803,cluster,null,null,isolated,0
499561,149.544182,2.059378,1.0372,2.38,1.07,0.008544,0.063675,filament,null,null,isolated,0
