,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
12332,551163,150.56706599999998,2.136727,0.7241,3.79,1.53,0.044016,0.032996,field,2582.0,15.0,satellite
12333,551061,150.599067,2.1378459999999997,0.5291,3.36,1.33,0.11723900000000001,0.110323,field,1160.0,26.0,satellite
12335,551001,150.012213,2.1381330000000003,0.9325,10.46,4.45,0.127473,0.326506,filament,3455.0,121.0,satellite
12336,550962,150.45136399999998,2.136684,0.8387,13.76,5.48,0.096785,0.044297,field,3121.0,61.0,satellite
12337,550949,150.458372,2.13663,0.897,7.42,3.07,0.40526599999999996,0.10126,cluster,3121.0,61.0,satellite
12338,550938,150.44911299999998,2.135873,0.8509,22.5,9.0,0.688789,0.45711599999999997,cluster,3121.0,61.0,satellite
12339,551276,150.597651,2.138931,0.7369,12.97,5.17,0.275887,0.121027,cluster,2582.0,15.0,satellite
12343,550878,150.455074,2.137945,0.8162,10.57,4.19,0.056401,0.016708,field,3121.0,61.0,satellite
12344,550864,150.426974,2.1356029999999997,0.8647,11.62,4.68,0.317844,0.48112,filament,3121.0,61.0,satellite
12347,806297,149.829746,2.523151,0.7088,7.87,3.22,0.007911,0.08997999999999999,filament,1886.0,377.0,satellite
12352,583331,150.07931499999998,2.185854,0.8595,2.44,0.98,0.0,0.13928,filament,3455.0,121.0,satellite
12353,551309,150.444316,2.139035,0.8854,14.63,6.0,0.399667,0.186247,cluster,3121.0,61.0,satellite
12354,551411,150.45011200000002,2.137917,0.8124,9.24,3.66,0.054674,0.021594,field,3121.0,61.0,satellite
12355,583246,150.504718,2.183011,0.3763,5.39,2.16,0.019318000000000002,0.019778,filament,561.0,11.0,satellite
12357,583211,149.728716,2.1854459999999998,0.9617,5.2,2.24,0.023847,0.047441000000000004,filament,4651.0,33.0,satellite
12358,583210,149.812367,2.184905,1.1062,3.59,1.75,0.24475,0.415696,filament,6212.0,21.0,satellite
12359,583189,150.030335,2.187362,0.9535,6.13,2.63,0.41667600000000005,0.313661,cluster,3455.0,121.0,satellite
12360,551882,150.447562,2.1379799999999998,0.8549,24.54,9.81,0.7042689999999999,0.67989,cluster,3121.0,61.0,satellite
12364,551394,149.631948,2.138769,0.9382,8.53,3.66,0.12681800000000001,0.324395,filament,4562.0,37.0,satellite
12365,551775,150.509958,2.138714,0.8488,12.65,5.06,0.348516,0.265867,cluster,3246.0,35.0,satellite
12366,551717,150.449354,2.137585,0.8591,28.21,11.33,0.697272,0.466239,cluster,3121.0,61.0,satellite
12367,551702,149.54959399999998,2.139121,0.974,4.16,1.79,0.011309999999999999,0.058033,filament,4719.0,14.0,satellite
12368,551687,149.64737,2.140277,1.1454,5.07,2.6,0.253888,0.25489,filament,6581.0,14.0,satellite
12370,551641,150.138757,2.137604,1.1202,19.66,9.72,0.695362,0.589106,cluster,6206.0,16.0,satellite
12372,551603,150.494217,2.136209,0.8216,4.27,1.69,0.003851,0.06079299999999999,filament,3246.0,35.0,satellite
12374,551447,150.009718,2.140095,0.9532,8.61,3.7,0.507404,0.332031,cluster,3455.0,121.0,satellite
12383,518567,150.000209,2.088038,0.6742,3.47,1.43,0.053514,0.291231,filament,2040.0,11.0,satellite
12386,623121,150.519385,2.246219,1.1533,1.91,0.99,0.244713,0.22204899999999997,cluster,6519.0,11.0,satellite
12387,623056,149.663277,2.244145,0.9167,8.32,3.49,0.817261,0.16203499999999998,cluster,4133.0,106.0,satellite
12388,518829,150.630274,2.0902849999999997,0.972,2.44,1.05,0.271067,0.115443,cluster,4982.0,16.0,satellite
12389,623024,149.815709,2.245191,0.9556,5.03,2.16,0.030008,0.07283400000000001,filament,4482.0,16.0,satellite
12393,622882,150.52623300000002,2.241988,0.8308,8.29,3.29,0.43147399999999997,0.199906,cluster,2856.0,160.0,satellite
12394,622857,149.971294,2.242898,0.3758,3.56,1.43,0.0018859999999999999,0.0022429999999999998,field,465.0,37.0,satellite
12395,622851,150.332501,2.24228,0.4286,3.78,1.54,0.07209199999999999,0.064805,field,753.0,10.0,satellite
12402,518914,150.39313,2.085426,0.8584,9.07,3.64,0.113174,0.12548099999999998,filament,3121.0,61.0,satellite
12403,519032,150.334071,2.089873,1.1531,0.63,0.33,0.0,0.467398,filament,6510.0,18.0,satellite
12404,550765,150.138601,2.134003,0.7309,2.31,0.93,0.0008269999999999999,0.045566,filament,2441.0,18.0,satellite
12405,550727,150.59336100000002,2.136025,0.7374,11.76,4.69,0.31617,0.112397,cluster,2582.0,15.0,satellite
12407,550705,150.452551,2.1375490000000004,0.9113,9.88,4.12,0.411246,0.127979,cluster,3121.0,61.0,satellite
12408,550638,150.19992299999998,2.135838,0.6656,4.67,1.94,0.21476900000000002,0.359202,filament,1909.0,27.0,satellite
12409,550633,150.012558,2.138448,0.9337,10.7,4.58,0.177593,0.39024200000000003,filament,3455.0,121.0,satellite
12410,550632,150.58738799999998,2.1383799999999997,0.86,9.06,3.64,0.136927,0.05586699999999999,field,3376.0,10.0,satellite
12411,550560,150.13837900000001,2.135665,1.1259,18.69,9.29,0.717017,0.6068640000000001,cluster,6206.0,16.0,satellite
12413,519015,150.617325,2.086435,0.9876,16.07,6.89,0.45191899999999996,0.19528199999999998,cluster,4982.0,16.0,satellite
12419,550411,150.50798,2.137661,0.8301,10.25,4.07,0.026676,0.095456,filament,3246.0,35.0,satellite
12420,519164,149.535435,2.0894009999999996,0.9883,4.88,2.09,0.070987,0.110134,filament,5374.0,11.0,satellite
12424,550500,150.519597,2.137883,0.838,9.8,3.9,0.137641,0.192806,filament,3246.0,35.0,satellite
12426,622581,150.520856,2.243012,0.8333,8.44,3.35,0.48891599999999996,0.254002,cluster,2856.0,160.0,satellite
12427,622502,150.510734,2.243855,0.8335,11.38,4.52,0.543157,0.368694,cluster,2856.0,160.0,satellite
12428,594035,150.13395400000002,2.2017439999999997,0.6621,4.24,1.77,0.14189200000000002,0.426277,filament,1859.0,17.0,satellite
12429,594006,150.018314,2.2030529999999997,0.9082,7.38,3.08,0.11130899999999999,0.116172,filament,3455.0,121.0,satellite
12430,594001,150.532227,2.202917,0.8207,10.25,4.06,0.423154,0.45178999999999997,filament,2856.0,160.0,satellite
12431,593979,150.580148,2.202338,0.9291,2.84,1.21,0.057482000000000005,0.091145,filament,4415.0,12.0,satellite
12437,594064,150.23511499999998,2.198688,0.3609,5.73,2.3,0.063949,0.129905,filament,460.0,10.0,satellite
12438,593801,149.986357,2.202383,0.4149,3.78,1.53,0.46735699999999997,0.241853,cluster,720.0,16.0,satellite
12443,593721,150.10183899999998,2.2009529999999997,0.6615,5.97,2.49,0.05724,0.197731,filament,1962.0,22.0,satellite
12444,593700,149.95853400000001,2.201482,0.4212,12.06,4.91,0.7643939999999999,0.309259,cluster,720.0,16.0,satellite
12446,593679,150.103584,2.197934,0.6793,11.88,4.88,0.439734,0.24685900000000002,cluster,1962.0,22.0,satellite
12453,622449,149.753151,2.243178,1.0101,13.37,5.81,0.22271999999999997,0.620849,filament,5326.0,26.0,satellite
12455,622362,150.51752199999999,2.241659,0.9776,4.08,1.76,0.064712,0.154278,filament,5064.0,11.0,satellite
12456,622270,149.815642,2.244485,0.9701,6.37,2.75,0.044542,0.073187,filament,4482.0,16.0,satellite
12457,622213,149.809784,2.2427759999999997,0.9329,3.67,1.57,0.0037240000000000003,0.117873,filament,4482.0,16.0,satellite
12460,621987,149.495001,2.242693,0.9401,7.07,3.03,0.06285,0.281066,filament,4419.0,12.0,satellite
12461,621976,149.526409,2.243866,0.9082,5.63,2.35,0.184001,0.241292,filament,4078.0,13.0,satellite
12469,621801,150.49676200000002,2.242866,0.8299,11.4,4.52,0.582845,0.342409,cluster,2856.0,160.0,satellite
12471,621683,149.721582,2.24274,0.7054,7.02,2.87,0.095693,0.065538,field,2283.0,11.0,satellite
12476,550826,150.595047,2.1367689999999997,0.8423,3.72,1.48,0.0059960000000000005,0.006903,field,3376.0,10.0,satellite
12477,258060,150.011665,1.6746459999999999,0.3797,3.54,1.42,0.089604,0.073245,field,412.0,47.0,satellite
12486,258154,150.375973,1.6723279999999998,0.6904,17.66,7.25,0.45855,0.199106,cluster,1940.0,19.0,satellite
12487,257573,150.202799,1.676102,0.21,35.13,12.45,0.832374,0.34992199999999996,cluster,72.0,48.0,satellite
12491,257332,149.8997,1.6708009999999998,0.3503,3.06,1.22,0.017034999999999998,0.062739,filament,412.0,47.0,satellite
12494,257173,150.165993,1.6717830000000002,0.7415,9.15,3.64,0.23518699999999998,0.201466,cluster,2501.0,23.0,satellite
12503,259056,150.280081,1.675715,0.5105,13.09,5.22,0.594442,0.40029499999999996,cluster,1134.0,52.0,satellite
12504,258974,150.375111,1.6771779999999998,0.656,1.0,0.42,0.004749000000000001,0.030754000000000004,filament,1940.0,19.0,satellite
12510,258751,150.29607099999998,1.67498,0.5133,19.92,7.94,0.588385,0.61078,filament,1134.0,52.0,satellite
12511,258351,150.335111,1.673984,0.5167,4.24,1.69,0.455412,0.515573,filament,1134.0,52.0,satellite
12519,258463,149.96311699999998,1.675242,1.0199,9.34,4.1,0.624997,0.498381,cluster,5561.0,10.0,satellite
12522,258666,150.365568,1.67492,0.6682,2.49,1.03,0.132614,0.12823099999999998,field,1940.0,19.0,satellite
12523,550805,150.65138000000002,2.1347959999999997,0.3448,2.92,1.16,0.040976,0.063803,filament,350.0,12.0,satellite
12524,256733,150.301424,1.672879,0.5089,15.16,6.04,0.549956,0.550441,filament,1134.0,52.0,satellite
12525,256602,150.25085,1.671497,0.2301,3.74,1.35,0.6661020000000001,0.507761,cluster,92.0,12.0,satellite
12526,254911,150.169245,1.6689470000000002,0.7454,5.99,2.38,0.3788,0.237625,cluster,2501.0,23.0,satellite
12527,254847,149.899317,1.668305,0.3406,1.84,0.73,0.003068,0.004222,field,412.0,47.0,satellite
12528,254743,150.361881,1.668998,0.6846,6.18,2.54,0.27931100000000003,0.21861999999999998,cluster,1940.0,19.0,satellite
12529,254738,149.886688,1.668252,0.3819,2.0,0.8,0.000785,0.090445,filament,412.0,47.0,satellite
12531,254686,150.376732,1.6700409999999999,0.7048,8.87,3.62,0.065943,0.03003,field,1940.0,19.0,satellite
12536,950071,150.5258,2.743753,0.3497,7.47,2.98,0.295114,0.127583,cluster,342.0,48.0,satellite
12539,949954,149.79213700000003,2.745259,0.9382,1.47,0.63,0.027813,0.02667,field,4229.0,10.0,satellite
12543,949769,150.488485,2.743415,0.6117,21.02,9.02,0.673671,0.476101,cluster,1602.0,16.0,satellite
12548,256684,150.234045,1.6701669999999997,0.2626,1.71,0.64,0.079208,0.14303,filament,171.0,11.0,satellite
12549,255033,150.19587099999998,1.672048,0.3405,4.2,1.67,0.062901,0.382046,filament,362.0,62.0,satellite
12554,256403,150.157415,1.670561,0.21,14.64,5.19,0.7892140000000001,0.359648,cluster,72.0,48.0,satellite
12559,256257,149.988115,1.670826,0.3741,13.45,5.39,0.21671300000000002,0.06462000000000001,cluster,412.0,47.0,satellite
12564,256140,149.849208,1.671777,0.7442,7.0,2.78,0.352645,0.383373,filament,2602.0,14.0,satellite
12569,255476,149.98603899999998,1.669858,0.3781,12.0,4.81,0.178511,0.053337,cluster,412.0,47.0,satellite
12570,255462,150.193361,1.668668,0.21,48.97,17.35,0.853183,0.373245,cluster,72.0,48.0,satellite
12575,424013,150.35648500000002,1.93852,1.1771,6.39,3.45,0.532357,0.552218,filament,6808.0,24.0,satellite
12577,734110,150.591188,2.412115,1.1499,3.0,1.55,0.048285,0.168486,filament,6422.0,17.0,satellite
12579,505991,149.88018,2.0666889999999998,0.339,6.39,2.55,0.100624,0.252025,filament,379.0,157.0,satellite
12580,734082,150.377917,2.410618,0.3795,8.04,3.22,0.026869,0.020072,field,387.0,73.0,satellite
12584,506037,150.21888,2.067328,0.3695,16.54,6.63,0.11244100000000001,0.057612000000000003,field,484.0,42.0,satellite
12586,640468,150.658873,2.2686450000000002,0.4676,18.27,7.36,0.133917,0.065262,field,837.0,23.0,satellite
12587,640472,150.702075,2.271794,0.9658,1.76,0.76,0.0,0.230658,filament,4990.0,11.0,satellite
12588,506041,150.481286,2.066211,0.5463,18.05,7.31,0.626164,0.553883,cluster,1327.0,25.0,satellite
12591,640478,149.755298,2.27058,0.9496,6.64,2.85,0.156064,0.114946,field,4576.0,28.0,satellite
12592,734057,150.087032,2.413311,0.7173,4.51,1.83,0.00098,0.0070030000000000005,field,2298.0,35.0,satellite
12597,733995,149.56444299999998,2.410248,0.8325,10.13,4.03,0.070576,0.18649200000000002,filament,3138.0,38.0,satellite
12599,423884,150.381704,1.9375189999999998,1.1086,3.23,1.58,0.10826,0.45307700000000006,filament,6244.0,12.0,satellite
12600,640569,149.691235,2.2712529999999997,1.1946,4.75,2.65,0.559188,0.15024300000000002,cluster,7060.0,11.0,satellite
12601,505903,150.505866,2.068738,0.45,16.05,6.52,0.828844,0.33963899999999997,cluster,713.0,40.0,satellite
12602,640447,149.764799,2.271536,0.9448,7.59,3.26,0.26057800000000003,0.075037,cluster,4576.0,28.0,satellite
12608,734207,150.585381,2.411984,0.6107,4.9,2.1,0.244144,0.311971,filament,1480.0,80.0,satellite
12610,808398,150.275276,2.522543,0.6909,14.81,6.08,0.317765,0.37411700000000003,filament,2196.0,32.0,satellite
12613,640250,149.615708,2.270759,0.9647,8.42,3.64,0.082463,0.21659299999999998,filament,4783.0,16.0,satellite
12618,640288,150.28800800000002,2.276936,0.1103,3.98,1.64,0.279925,0.474501,filament,3.0,35.0,satellite
12620,734170,150.14893,2.4131650000000002,0.8556,2.64,1.06,0.041867,0.22807,filament,3393.0,11.0,satellite
12622,640319,150.116415,2.269404,0.7444,4.99,1.98,0.21659099999999998,0.212675,cluster,2708.0,14.0,satellite
12624,505867,150.385992,2.068555,0.929,10.09,4.29,0.511721,0.214502,cluster,4404.0,16.0,satellite
12630,733994,150.405112,2.4100200000000003,0.3549,8.07,3.23,0.175081,0.32040599999999997,filament,387.0,73.0,satellite
12635,640787,149.744437,2.271593,0.9686,3.5,1.51,0.023678,0.13287100000000002,filament,4576.0,28.0,satellite
12636,645103,150.215909,2.277598,0.8502,17.32,6.93,0.551623,0.35325700000000004,cluster,3541.0,46.0,satellite
12637,640821,149.683546,2.2705919999999997,0.8973,1.85,0.76,0.0012619999999999999,0.017021,field,4133.0,106.0,satellite
12640,733819,150.221393,2.410547,0.8515,3.54,1.42,0.06572599999999999,0.22156599999999999,filament,3548.0,12.0,satellite
12643,640827,149.431413,2.280779,0.8137,3.89,1.54,0.10448099999999999,0.10784200000000001,filament,3183.0,14.0,satellite
12645,640847,149.664501,2.268607,0.6707,7.05,2.92,0.3852,0.132168,cluster,1967.0,14.0,satellite
12646,645220,150.10151299999998,2.278423,0.7553,6.01,2.37,0.344484,0.397527,filament,2708.0,14.0,satellite
12648,669495,150.737281,2.315124,1.0634,15.3,7.25,0.678358,0.431016,cluster,5907.0,16.0,satellite
12649,645246,149.806308,2.27984,1.1188,2.0,0.99,0.096812,0.11848299999999999,filament,6215.0,12.0,satellite
12650,669507,150.094752,2.313648,0.3809,4.22,1.69,0.004266,0.009073000000000001,field,465.0,37.0,satellite
12651,669509,149.978429,2.315344,0.9232,20.72,8.77,0.70193,0.47243999999999997,cluster,4136.0,74.0,satellite
12652,669510,150.03169499999998,2.315634,0.9372,10.33,4.41,0.120682,0.757305,filament,4136.0,74.0,satellite
12656,423775,150.058606,1.9355930000000001,0.8205,6.48,2.57,0.026124,0.022369999999999998,field,3044.0,16.0,satellite
12658,640779,149.814052,2.270089,1.1565,5.12,2.66,0.180015,0.157848,field,6215.0,12.0,satellite
12661,506141,150.202325,2.067554,0.9304,10.96,4.66,0.47678000000000004,0.159022,cluster,4402.0,16.0,satellite
12667,644799,149.72851599999998,2.278149,0.969,3.62,1.57,0.011576999999999999,0.031818,filament,4576.0,28.0,satellite
12668,644816,149.73048,2.276275,0.9552,4.97,2.14,0.030438,0.07077,filament,4576.0,28.0,satellite
12671,644901,149.866678,2.274414,0.28,10.39,3.95,0.551427,0.381483,cluster,180.0,13.0,satellite
12672,644906,149.90898700000002,2.2786,0.6591,3.88,1.62,0.15763,0.10610499999999999,cluster,1911.0,14.0,satellite
12673,644925,150.075605,2.27752,0.7168,5.28,2.14,0.027114,0.053528,filament,2189.0,37.0,satellite
12674,644947,150.324794,2.278367,0.9929,10.01,4.3,0.383538,0.22809699999999997,cluster,5066.0,22.0,satellite
12675,640699,150.208825,2.2703849999999997,0.8804,12.73,5.2,0.49611099999999997,0.350409,cluster,3541.0,46.0,satellite
12677,733907,149.929283,2.40898,0.8778,15.66,6.4,0.35213,0.366846,filament,3755.0,23.0,satellite
12678,644957,150.22421699999998,2.278149,0.8849,12.78,5.24,0.473293,0.345265,cluster,3541.0,46.0,satellite
12683,733968,150.13194099999998,2.411608,0.9002,7.95,3.3,0.12989,0.299148,filament,3982.0,22.0,satellite
12684,733795,149.41003,2.411828,0.8129,5.92,2.35,0.035069,0.093932,filament,3065.0,26.0,satellite
12687,639617,149.760678,2.269148,0.3912,4.44,1.78,0.09700399999999999,0.056683000000000004,field,379.0,157.0,satellite
12689,639632,149.661601,2.27053,0.9626,4.59,1.98,0.011409,0.035586,filament,4133.0,106.0,satellite
12696,838175,149.56993500000002,2.570396,1.1764,6.53,3.53,0.180088,0.386669,filament,6724.0,13.0,satellite
12699,639664,149.680868,2.269432,0.6617,2.99,1.25,0.168607,0.096982,cluster,1967.0,14.0,satellite
12700,961290,150.439825,2.762248,0.7822,13.47,5.3,0.556438,0.589021,filament,2774.0,90.0,satellite
12701,838082,149.778262,2.568571,0.7291,4.94,1.99,0.003332,0.066985,filament,1886.0,377.0,satellite
12703,961348,150.238499,2.763856,1.1424,2.24,1.14,0.185389,0.30862399999999995,filament,6231.0,11.0,satellite
12704,642813,149.866738,2.271538,0.3537,5.55,2.22,0.048621,0.258918,filament,379.0,157.0,satellite
12709,479888,150.32828500000002,2.028188,0.8285,6.93,2.75,0.108724,0.24054299999999998,filament,3237.0,18.0,satellite
12710,809179,150.172596,2.523335,0.6946,30.8,12.65,0.758871,0.297389,cluster,2197.0,25.0,satellite
12712,642792,150.311522,2.274168,0.9894,7.99,3.42,0.500945,0.259171,cluster,5066.0,22.0,satellite
12714,838407,149.831795,2.571622,0.9632,12.61,5.45,0.61373,0.280794,cluster,4676.0,34.0,satellite
12715,838652,149.848449,2.5709299999999997,0.9061,3.01,1.25,0.233165,0.103207,cluster,4030.0,13.0,satellite
12718,960870,149.774673,2.761704,0.4885,8.22,3.28,0.271575,0.1228,cluster,918.0,36.0,satellite
12721,838595,149.757225,2.5701680000000002,0.7206,7.1,2.87,0.008356,0.017091,field,1886.0,377.0,satellite
12723,643020,149.463398,2.274482,1.0993,11.48,5.56,0.5199590000000001,0.370159,cluster,5966.0,13.0,satellite
12725,961024,150.69550800000002,2.762003,0.606,2.75,1.18,0.25974899999999995,0.234952,cluster,1601.0,20.0,satellite
12726,838316,150.131669,2.567341,0.4859,13.25,5.3,0.280416,0.137379,cluster,991.0,54.0,satellite
12727,642954,149.613939,2.273475,0.9986,1.74,0.75,0.000193,0.000826,field,4783.0,16.0,satellite
12737,639501,149.431349,2.269803,0.819,6.94,2.75,0.129055,0.059315999999999994,field,3183.0,14.0,satellite
12740,505652,150.4923,2.069097,0.4359,38.48,15.66,0.749383,0.416051,cluster,713.0,40.0,satellite
12741,809157,150.09302399999999,2.5272669999999997,0.5037,3.62,1.44,0.352553,0.47505299999999995,filament,991.0,54.0,satellite
12742,642760,149.823922,2.274848,1.1803,5.81,3.17,0.10025,0.19434200000000001,filament,6937.0,11.0,satellite
12748,808818,150.173507,2.5236330000000002,0.6922,33.88,13.9,0.772473,0.277598,cluster,2197.0,25.0,satellite
12754,639877,149.616048,2.269736,0.9611,8.74,3.77,0.087818,0.19886900000000002,filament,4783.0,16.0,satellite
12756,505506,149.94599,2.0684310000000004,0.6677,3.56,1.47,0.198549,0.353405,filament,1907.0,43.0,satellite
12759,505531,150.214187,2.066495,0.8294,6.61,2.62,0.072344,0.10585699999999999,filament,3118.0,26.0,satellite
12761,808654,150.093964,2.52562,0.8785,28.0,11.44,0.6558069999999999,0.439105,cluster,3688.0,95.0,satellite
12763,734268,150.42441599999998,2.422093,0.1187,13.26,5.38,0.8496819999999999,0.27899,cluster,3.0,35.0,satellite
12765,505620,150.47561000000002,2.067107,0.3277,5.94,2.35,0.240763,0.426991,filament,246.0,67.0,satellite
12766,640077,149.658452,2.27153,0.9418,4.36,1.87,0.009285,0.128633,filament,4133.0,106.0,satellite
12768,479943,150.673995,2.027587,0.437,4.52,1.84,0.5884050000000001,0.219256,cluster,737.0,26.0,satellite
12769,808921,149.924755,2.526409,0.7049,43.32,17.7,0.694919,0.43445200000000006,cluster,1886.0,377.0,satellite
12772,639705,150.657411,2.2686439999999997,0.465,32.0,12.96,0.514735,0.211698,cluster,837.0,23.0,satellite
12773,639706,150.65548700000002,2.2693939999999997,0.46,32.11,13.04,0.702408,0.306231,cluster,837.0,23.0,satellite
12774,642758,150.300732,2.275054,1.1561,6.21,3.23,0.293543,0.16331400000000001,cluster,6411.0,13.0,satellite
12779,642725,150.351217,2.274293,0.3689,7.0,2.81,0.030182,0.041512,filament,510.0,30.0,satellite
12780,480033,149.55393,2.0285029999999997,0.6961,4.82,1.98,0.114293,0.052833000000000005,field,2277.0,16.0,satellite
12784,809037,150.058828,2.526521,0.6975,4.41,1.81,0.006461,0.004144,field,1987.0,89.0,satellite
12786,809020,150.22022900000002,2.52455,0.3808,5.19,2.08,0.040003,0.029481,field,520.0,29.0,satellite
12788,808964,149.921354,2.523857,0.7202,87.48,35.36,0.733167,0.45734600000000003,cluster,1886.0,377.0,satellite
12794,808951,149.823825,2.526323,0.7385,5.7,2.27,0.079024,0.259777,filament,1886.0,377.0,satellite
12796,838664,150.526717,2.5700939999999997,1.1655,6.26,3.32,0.575796,0.350663,cluster,6180.0,36.0,satellite
12801,388940,149.631357,1.879566,0.6603,5.49,2.3,0.080728,0.137045,filament,1876.0,17.0,satellite
12802,882296,150.738698,2.636853,0.8419,4.88,1.94,0.132234,0.165752,filament,2920.0,40.0,satellite
12807,732981,149.685646,2.410366,0.9615,2.46,1.06,0.024242,0.124722,filament,4586.0,83.0,satellite
12808,732970,149.494815,2.409466,0.4801,15.3,6.13,0.533451,0.380226,cluster,928.0,78.0,satellite
12810,733071,149.619726,2.411327,0.7975,3.57,1.41,0.057451999999999996,0.077841,filament,2860.0,42.0,satellite
12813,882342,149.437546,2.63614,0.369,2.51,1.0,0.16436099999999998,0.285199,filament,445.0,117.0,satellite
12815,388723,150.256029,1.880336,0.5406,6.87,2.75,0.076765,0.481407,filament,1182.0,10.0,satellite
12816,882353,149.986105,2.636264,0.3501,2.87,1.15,0.001418,0.056968,filament,356.0,24.0,satellite
12817,732835,149.838281,2.408055,0.7319,8.81,3.55,0.052846000000000004,0.053602,filament,2484.0,19.0,satellite
12821,911423,149.532599,2.6827389999999998,0.6795,3.54,1.45,0.05924,0.048055,field,2171.0,11.0,satellite
12825,675304,149.705161,2.324369,0.9493,1.84,0.79,0.000285,0.0015199999999999999,field,4586.0,83.0,satellite
12826,675294,149.687027,2.324564,0.9379,3.84,1.65,0.007112,0.079944,filament,4586.0,83.0,satellite
12828,674990,150.747392,2.32401,1.0686,25.76,12.25,0.810283,0.35684499999999997,cluster,5907.0,16.0,satellite
12830,881968,149.56936399999998,2.637913,0.7197,4.49,1.82,0.056469000000000005,0.086143,filament,2455.0,30.0,satellite
12833,675085,150.745363,2.32479,1.1067,11.26,5.48,0.604683,0.4002,cluster,5907.0,16.0,satellite
12835,389192,150.45629,1.882178,0.6573,18.91,7.94,0.825543,0.345957,cluster,1835.0,27.0,satellite
12836,675114,149.77282399999999,2.323693,0.3224,5.1,2.01,0.057954,0.024753999999999998,field,331.0,84.0,satellite
12837,733261,150.170695,2.4100919999999997,0.8562,4.49,1.79,0.074808,0.37754299999999996,filament,3393.0,11.0,satellite
12840,733238,149.67648400000002,2.408471,0.9806,4.66,2.01,0.08372,0.193482,filament,4586.0,83.0,satellite
12841,882079,150.041248,2.634792,0.6899,10.14,4.16,0.26274699999999995,0.28834099999999996,filament,1987.0,89.0,satellite
12843,733236,150.434273,2.4090540000000003,0.3898,6.16,2.47,0.030469,0.017159,field,387.0,73.0,satellite
12846,733200,150.190857,2.4086950000000003,0.8537,3.96,1.58,0.156927,0.46893999999999997,filament,3548.0,12.0,satellite
12847,389027,150.451851,1.880193,0.8536,5.2,2.08,0.002147,0.577633,filament,3438.0,26.0,satellite
12850,388957,149.414895,1.881645,0.9539,7.01,3.01,0.32206,0.306483,cluster,4537.0,31.0,satellite
12851,675193,149.98625,2.323213,0.8297,6.71,2.66,0.024344,0.042745,filament,3390.0,11.0,satellite
12852,389312,150.44422600000001,1.881719,0.6494,16.32,6.85,0.799906,0.34746,cluster,1835.0,27.0,satellite
12856,911743,150.16630800000001,2.6836900000000004,1.0068,8.16,3.53,0.407225,0.250359,cluster,5094.0,11.0,satellite
12862,490117,150.537478,2.043286,0.8842,4.48,1.84,0.047105,0.12826600000000002,filament,3521.0,15.0,satellite
12863,490097,149.542126,2.04242,0.703,5.21,2.13,0.025534,0.027812,filament,2277.0,16.0,satellite
12865,704447,149.608835,2.3670150000000003,0.8372,2.6,1.03,0.045856,0.035804,field,3133.0,31.0,satellite
12866,490179,150.323658,2.0439979999999998,0.8369,13.29,5.28,0.064609,0.162393,filament,3237.0,18.0,satellite
12869,911827,149.91141399999998,2.682774,0.8692,9.39,3.8,0.199947,0.760302,filament,3700.0,85.0,satellite
12875,489972,150.46274,2.043539,0.5428,10.64,4.31,0.47194899999999995,0.5617810000000001,filament,1327.0,25.0,satellite
12877,704414,150.444785,2.366977,0.6716,3.06,1.26,0.026574,0.06740399999999999,filament,1916.0,17.0,satellite
12881,490184,150.324018,2.0453490000000003,0.832,14.13,5.61,0.058889,0.15954400000000002,filament,3237.0,18.0,satellite
12882,704487,149.622225,2.366509,0.8449,4.03,1.61,0.243044,0.124574,cluster,3133.0,31.0,satellite
12883,388494,150.438387,1.880952,0.637,5.88,2.49,0.430629,0.18815199999999999,cluster,1835.0,27.0,satellite
12884,388486,150.447754,1.882941,0.678,11.24,4.62,0.34511,0.21473899999999999,cluster,1835.0,27.0,satellite
12885,388449,150.163699,1.878771,0.52,10.44,4.15,0.203787,0.202765,cluster,1103.0,48.0,satellite
12887,911466,150.743034,2.6804959999999998,0.8301,9.83,3.9,0.052726,0.075119,filament,2920.0,40.0,satellite
12889,388395,149.551303,1.88145,0.6176,3.76,1.61,0.122195,0.270194,filament,1614.0,15.0,satellite
12890,675746,150.062502,2.323897,0.7235,6.67,2.69,0.023908000000000002,0.058302,filament,2189.0,37.0,satellite
12893,732676,149.88447299999999,2.409964,0.7158,3.62,1.47,2e-06,0.002252,field,2398.0,23.0,satellite
12895,732662,150.38255700000002,2.409543,0.3444,11.95,4.77,0.231591,0.20547100000000001,cluster,387.0,73.0,satellite
12897,704606,150.000417,2.366955,0.6941,3.83,1.57,0.01788,0.035991,filament,2348.0,12.0,satellite
12898,911649,150.029443,2.683968,0.7223,4.85,1.96,0.0017879999999999999,0.011562000000000001,field,2563.0,10.0,satellite
12903,704594,150.20291699999999,2.363061,0.7098,3.13,1.28,0.016345,0.037381,filament,2286.0,17.0,satellite
12909,674963,149.61085,2.322269,0.837,10.05,3.99,0.06410700000000001,0.050253,field,3252.0,16.0,satellite
12917,733655,150.413094,2.409801,0.3903,12.76,5.12,0.058298,0.014008000000000001,field,387.0,73.0,satellite
12920,645794,149.82592,2.277027,0.3778,23.19,9.3,0.190494,0.07368999999999999,cluster,379.0,157.0,satellite
